74,448962562,141,0
79,448962656,78,172
72,448962750,62,156
78,448962859,94,203
84,448963437,78,531
69,448963625,62,250
83,448963671,125,171
84,448963765,78,172
49,448963953,93,281
50,448964281,78,406
51,448964343,78,140
